--------- beginning of system
03-03 21:44:59.671  5699  5699 D MccTable: updateMccMncConfiguration mccmnc='46002' fromServiceState=false
03-03 21:44:59.675  5699  5699 D MccTable: updateMccMncConfiguration defaultMccMnc=46002
03-03 21:44:59.676  5699  5699 D MccTable: updateMccMncConfiguration: mcc=460, mnc=2
03-03 21:44:59.676  5699  5699 D MccTable: updateMccMncConfiguration updateConfig config={1.0 460mcc2mnc ?locale ?layoutDir ?swdp ?wdp ?hdp ?density ?lsize ?long ?orien ?uimode ?night ?touch ?keyb/?/? ?nav/?}
03-03 21:45:09.649  3611  5644 I chatty  : uid=1000(system) Binder_9 expire 6 lines
03-03 21:45:09.792  3611  3611 I chatty  : uid=1000 system_server expire 1 line
03-03 21:45:09.919  3611  5657 I chatty  : uid=1000(system) Binder_B expire 2 lines
03-03 21:45:09.927  3611  4798 I chatty  : uid=1000(system) Binder_3 expire 7 lines
03-03 21:45:10.261  3611  3668 I chatty  : uid=1000(system) Binder_1 expire 2 lines
03-03 21:45:10.629  3611  5724 I chatty  : uid=1000(system) Binder_10 expire 11 lines
03-03 21:45:10.737  3611  5266 I chatty  : uid=1000(system) Binder_5 expire 11 lines
03-03 21:45:15.126  3611  5723 I chatty  : uid=1000(system) Binder_F expire 4 lines
03-03 21:45:15.139  3611  5697 I chatty  : uid=1000(system) Binder_C expire 8 lines
03-03 21:45:15.144  3611  5657 I chatty  : uid=1000(system) Binder_B expire 13 lines
03-03 21:45:15.257  3611  3668 I chatty  : uid=1000(system) Binder_1 expire 5 lines
03-03 21:45:16.026  3611  5267 I chatty  : uid=1000(system) Binder_6 expire 15 lines
03-03 21:45:16.106  3611  5628 I chatty  : uid=1000(system) Binder_7 expire 27 lines
03-03 21:45:16.418  3611  4798 I chatty  : uid=1000(system) Binder_3 expire 5 lines
03-03 21:45:16.433  3611  3669 I chatty  : uid=1000(system) Binder_2 expire 10 lines
03-03 21:45:16.451  3611  5724 I chatty  : uid=1000(system) Binder_10 expire 2 lines
03-03 21:45:16.804  3611  5698 I chatty  : uid=1000(system) Binder_D expire 5 lines
03-03 21:45:17.044  3611  5187 I chatty  : uid=1000(system) Binder_4 expire 11 lines
03-03 21:45:17.322  3611  5654 I chatty  : uid=1000(system) Binder_A expire 9 lines
03-03 21:45:17.679  3611  5644 I chatty  : uid=1000(system) Binder_9 expire 6 lines
03-03 21:45:17.737  3611  5631 I chatty  : uid=1000(system) Binder_8 expire 10 lines
03-03 21:45:17.825  3611  5714 I chatty  : uid=1000(system) Binder_E expire 10 lines
03-03 21:45:18.550  6425  6425 I chatty  : uid=1000(system) com.qualcomm.telephony expire 1 line
03-03 21:45:18.889  3611  4798 I chatty  : uid=1000(system) Binder_3 expire 9 lines
03-03 21:45:18.911  3611  5267 I chatty  : uid=1000(system) Binder_6 expire 7 lines
03-03 21:45:18.925  3611  5714 I chatty  : uid=1000(system) Binder_E expire 7 lines
03-03 21:45:18.956  3611  3611 I chatty  : uid=1000 system_server expire 11 lines
03-03 21:45:18.957  3611  3669 I chatty  : uid=1000(system) Binder_2 expire 14 lines
03-03 21:45:19.044  3611  5266 I chatty  : uid=1000(system) Binder_5 expire 7 lines
03-03 21:45:19.048  3611  5697 I chatty  : uid=1000(system) Binder_C expire 8 lines
03-03 21:45:19.102  3611  7722 I chatty  : uid=1000 system_server expire 3 lines
03-03 21:45:19.113  3611  7719 I chatty  : uid=1000(system) AsyncTask #4 expire 1 line
03-03 21:45:19.212  3611  5724 I chatty  : uid=1000(system) Binder_10 expire 16 lines
03-03 21:45:19.265  3611  5723 I chatty  : uid=1000(system) Binder_F expire 8 lines
03-03 21:45:19.374  3611  5628 I chatty  : uid=1000(system) Binder_7 expire 9 lines
03-03 21:45:19.500  3611  5657 I chatty  : uid=1000(system) Binder_B expire 7 lines
03-03 21:45:19.656  7763  7763 I chatty  : uid=1000(system) com.android.dialer expire 3 lines
03-03 21:45:19.684  3611  4841 I chatty  : uid=1000(system) NetworkPolicy expire 1 line
03-03 21:45:19.693  3611  5187 I chatty  : uid=1000(system) Binder_4 expire 7 lines
03-03 21:45:19.768  3611  5644 I chatty  : uid=1000(system) Binder_9 expire 8 lines
03-03 21:45:20.131  7794  7794 I chatty  : uid=1000(system) com.qti.diagservices expire 1 line
03-03 21:45:20.165  3611  5698 I chatty  : uid=1000(system) Binder_D expire 8 lines
03-03 21:45:20.242  3611  5654 I chatty  : uid=1000(system) Binder_A expire 8 lines
03-03 21:45:20.354  3611  3668 I chatty  : uid=1000(system) Binder_1 expire 2 lines
03-03 21:45:21.112  7888  7888 I chatty  : uid=1000(system) com.qualcomm.qti.qs expire 4 lines
03-03 21:45:21.174  3611  5631 I chatty  : uid=1000(system) Binder_8 expire 4 lines
03-03 21:45:24.757  3611  3671 I chatty  : uid=1000(system) ActivityManager expire 18 lines
03-03 21:45:25.828  3611  5698 I chatty  : uid=1000(system) Binder_D expire 9 lines
03-03 21:45:25.848  8051  8073 W ActivityThread: ClassLoader.loadClass: The class loader returned by Thread.getContextClassLoader() may fail for processes that host multiple applications. You should explicitly specify a context class loader. For example: Thread.setContextClassLoader(getClass().getClassLoader());
03-03 21:45:25.869  3611  5657 I chatty  : uid=1000(system) Binder_B expire 3 lines
03-03 21:45:25.894  8074  8102 E ActivityThread: Failed to find provider info for com.android.launcher2.settings
03-03 21:45:25.921  3611  5723 I chatty  : uid=1000(system) Binder_F expire 4 lines
03-03 21:45:26.019  3611  5654 I chatty  : uid=1000(system) Binder_A expire 10 lines
03-03 21:45:26.232  8096  8096 I chatty  : uid=1000(system) com.qucii.usercenter expire 2 lines
03-03 21:45:26.295  3611  5714 I chatty  : uid=1000(system) Binder_E expire 4 lines
03-03 21:45:26.307  3611  4798 I chatty  : uid=1000(system) Binder_3 expire 14 lines
03-03 21:45:26.507  3611  3611 I chatty  : uid=1000 system_server expire 10 lines
03-03 21:45:26.540  3611  3668 I chatty  : uid=1000(system) Binder_1 expire 3 lines
03-03 21:45:26.661  3611  5724 I chatty  : uid=1000(system) Binder_10 expire 6 lines
03-03 21:45:26.894  3611  5187 I chatty  : uid=1000(system) Binder_4 expire 3 lines
03-03 21:45:27.348  3611  5631 I chatty  : uid=1000(system) Binder_8 expire 10 lines
03-03 21:45:27.596  3611  5697 I chatty  : uid=1000(system) Binder_C expire 5 lines
03-03 21:45:28.016  3611  5644 I chatty  : uid=1000(system) Binder_9 expire 13 lines
03-03 21:45:28.239  3611  3669 I chatty  : uid=1000(system) Binder_2 expire 4 lines
03-03 21:45:28.399  3611  5267 I chatty  : uid=1000(system) Binder_6 expire 3 lines
03-03 21:45:28.498  8226  8226 I chatty  : uid=1000(system) com.qualcomm.qti.modemtestmode expire 4 lines
03-03 21:45:28.584  3611  5266 I chatty  : uid=1000(system) Binder_5 expire 2 lines
03-03 21:45:28.591  3611  5628 I chatty  : uid=1000(system) Binder_7 expire 6 lines
03-03 21:45:28.598  5570  5570 I chatty  : uid=1000(system) com.qualcomm.qti.notificationservice expire 1 line
03-03 21:45:31.176  3611  3685 I chatty  : uid=1000(system) PackageManager expire 7 lines
03-03 21:45:32.206  8115  8115 I chatty  : uid=1000(system) com.android.provision expire 3 lines
03-03 21:45:32.654  5584  5584 I chatty  : uid=1000(system) com.qualcomm.qti.GBAHttpAuthentication.auth expire 1 line
03-03 21:45:32.831  8115  8353 I chatty  : uid=1000(system) com.android.provision expire 1 line
03-03 21:45:32.884  8371  8371 I chatty  : uid=1000(system) com.qualcomm.qualcommsettings expire 1 line
03-03 21:45:33.204   414   418 I Ext4Crypt: ext4 crypto complete called on /data
03-03 21:45:33.204   414   418 I Ext4Crypt: No master key, so not ext4enc
03-03 21:45:33.205  3611  4796 I chatty  : uid=1000(system) CryptdConnector expire 1 line
03-03 21:45:33.282  7888  7888 I chatty  : uid=1000(system) com.qualcomm.qti.qs expire 3 lines
03-03 21:45:33.313  3611  3673 I chatty  : uid=1000(system) android.fg expire 3 lines
03-03 21:45:33.838  3611  4872 I chatty  : uid=1000(system) WifiService expire 1 line
03-03 21:45:33.865  5268  5268 I chatty  : uid=1000(system) com.android.settings expire 4 lines
03-03 21:45:35.227  6425  6425 I chatty  : uid=1000(system) com.qualcomm.telephony expire 2 lines
03-03 21:45:36.242  5684  5684 I chatty  : uid=1000(system) com.qualcomm.qti.services.secureui:sui_service expire 1 line
03-03 21:45:39.201  8544  8544 I chatty  : uid=1000(system) com.qualcomm.display expire 3 lines
03-03 21:45:41.824  3611  3671 I chatty  : uid=1000(system) ActivityManager expire 13 lines
03-03 21:45:42.057  3611  5724 I chatty  : uid=1000(system) Binder_10 expire 3 lines
03-03 21:45:42.062  3611  5698 I chatty  : uid=1000(system) Binder_D expire 11 lines
--------- beginning of crash
03-03 21:45:42.414  5268  5268 E AndroidRuntime: FATAL EXCEPTION: main
03-03 21:45:42.414  5268  5268 E AndroidRuntime: Process: com.android.settings, PID: 5268
03-03 21:45:42.414  5268  5268 E AndroidRuntime: java.lang.IndexOutOfBoundsException: Invalid index 0, size is 0
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at java.util.ArrayList.throwIndexOutOfBoundsException(ArrayList.java:255)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at java.util.ArrayList.get(ArrayList.java:308)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at com.android.internal.policy.PhoneWindow$DecorView.parse3PointerScreenShot(PhoneWindow.java:2409)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at com.android.internal.policy.PhoneWindow$DecorView.dispatchTouchEvent(PhoneWindow.java:2476)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.View.dispatchPointerEvent(View.java:9522)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$ViewPostImeInputStage.processPointerEvent(ViewRootImpl.java:4230)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$ViewPostImeInputStage.onProcess(ViewRootImpl.java:4096)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3642)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3695)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3661)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$AsyncInputStage.forward(ViewRootImpl.java:3787)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3669)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$AsyncInputStage.apply(ViewRootImpl.java:3844)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3642)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.onDeliverToNext(ViewRootImpl.java:3695)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.forward(ViewRootImpl.java:3661)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.apply(ViewRootImpl.java:3669)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$InputStage.deliver(ViewRootImpl.java:3642)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl.deliverInputEvent(ViewRootImpl.java:5922)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl.doProcessInputEvents(ViewRootImpl.java:5896)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl.enqueueInputEvent(ViewRootImpl.java:5857)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$WindowInputEventReceiver.onInputEvent(ViewRootImpl.java:6025)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.InputEventReceiver.dispatchInputEvent(InputEventReceiver.java:185)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.InputEventReceiver.nativeConsumeBatchedInputEvents(Native Method)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.InputEventReceiver.consumeBatchedInputEvents(InputEventReceiver.java:176)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl.doConsumeBatchedInput(ViewRootImpl.java:5996)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.ViewRootImpl$ConsumeBatchedInputRunnable.run(ViewRootImpl.java:6048)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:858)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.Choreographer.doCallbacks(Choreographer.java:670)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.Choreographer.doFrame(Choreographer.java:600)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:844)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.os.Handler.handleCallback(Handler.java:739)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.os.Handler.dispatchMessage(Handler.java:95)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.os.Looper.loop(Looper.java:148)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at android.app.ActivityThread.main(ActivityThread.java:5417)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at java.lang.reflect.Method.invoke(Native Method)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:726)
03-03 21:45:42.414  5268  5268 E AndroidRuntime: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:616)
03-03 21:45:42.940  3611  5187 I chatty  : uid=1000(system) Binder_4 expire 7 lines
03-03 21:45:42.942  3611  4872 I chatty  : uid=1000(system) WifiService expire 1 line
03-03 21:45:42.959  3611  5714 I chatty  : uid=1000(system) Binder_E expire 4 lines
03-03 21:45:42.967  3611  3669 I chatty  : uid=1000(system) Binder_2 expire 20 lines
03-03 21:45:42.974  3611  3676 I chatty  : uid=1000(system) android.display expire 3 lines
03-03 21:45:43.012  3611  5723 I chatty  : uid=1000(system) Binder_F expire 5 lines
03-03 21:45:43.015  8115  8115 I chatty  : uid=1000(system) com.android.provision expire 1 line
03-03 21:45:43.015  8576  8576 I chatty  : uid=1000(system) org.simalliance.openmobileapi.service expire 1 line
03-03 21:45:43.015  8502  8502 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@c17089
03-03 21:45:43.015  5684  5684 I chatty  : uid=1000(system) com.qualcomm.qti.services.secureui:sui_service expire 1 line
03-03 21:45:43.015  8371  8371 I chatty  : uid=1000(system) com.qualcomm.qualcommsettings expire 1 line
03-03 21:45:43.016  8386  8386 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@a758524
03-03 21:45:43.017  5584  5584 I chatty  : uid=1000(system) com.qualcomm.qti.GBAHttpAuthentication.auth expire 1 line
03-03 21:45:43.018  8226  8226 I chatty  : uid=1000(system) com.qualcomm.qti.modemtestmode expire 1 line
03-03 21:45:43.018  5570  5570 I chatty  : uid=1000(system) com.qualcomm.qti.notificationservice expire 1 line
03-03 21:45:43.018  8096  8096 I chatty  : uid=1000(system) com.qucii.usercenter expire 1 line
03-03 21:45:43.018  8281  8281 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@77dd57f
03-03 21:45:43.021  7836  7836 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@15254bc
03-03 21:45:43.022  8244  8244 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@d1139b7
03-03 21:45:43.022  8019  8019 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@bc63cc0
03-03 21:45:43.022  7794  7794 I chatty  : uid=1000(system) com.qti.diagservices expire 1 line
03-03 21:45:43.022  8051  8051 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@84d3acc
03-03 21:45:43.022  7944  7944 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@997a8af
03-03 21:45:43.022  6093  6093 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@d1139b7
03-03 21:45:43.022  7888  7888 I chatty  : uid=1000(system) com.qualcomm.qti.qs expire 1 line
03-03 21:45:43.022  8483  8483 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@c394978
03-03 21:45:43.023  8074  8074 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@b7d68b6
03-03 21:45:43.025  7528  7528 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@995734a
03-03 21:45:43.027  6425  6425 I chatty  : uid=1000(system) com.qualcomm.telephony expire 1 line
03-03 21:45:43.027  5668  5668 I chatty  : uid=1000(system) com.qualcomm.qti.tetherservice expire 1 line
03-03 21:45:43.027  5645  5645 I chatty  : uid=1000(system) com.qualcomm.qti.carrierconfigure expire 1 line
03-03 21:45:43.028  5537  5537 I chatty  : uid=1000(system) com.qualcomm.location.XT expire 1 line
03-03 21:45:43.028  5316  5316 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@ca78f3c
03-03 21:45:43.028  5780  5780 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@5893752
03-03 21:45:43.029  5477  5477 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@d3bc1e7
03-03 21:45:43.140  3611  3611 I chatty  : uid=1000 system_server expire 38 lines
03-03 21:45:43.620  5699  5699 I ActivityThread: Removing dead content provider:android.content.ContentProviderProxy@edd77e8
03-03 21:45:43.633  3611  5657 I chatty  : uid=1000(system) Binder_B expire 5 lines
03-03 21:45:43.847  3611  4798 I chatty  : uid=1000(system) Binder_3 expire 4 lines
03-03 21:45:44.201  3611  5644 I chatty  : uid=1000(system) Binder_9 expire 5 lines
03-03 21:45:44.573  3611  5628 I chatty  : uid=1000(system) Binder_7 expire 3 lines
03-03 21:45:44.891  3611  5697 I chatty  : uid=1000(system) Binder_C expire 4 lines
03-03 21:45:44.901  3611  5267 I chatty  : uid=1000(system) Binder_6 expire 2 lines
03-03 21:45:45.095  3611  3668 I chatty  : uid=1000(system) Binder_1 expire 2 lines
03-03 21:45:46.358  3611  5654 I chatty  : uid=1000(system) Binder_A expire 3 lines
03-03 21:45:46.991  3611  5266 I chatty  : uid=1000(system) Binder_5 expire 4 lines
03-03 21:45:51.353  8919  8919 I chatty  : uid=1000(system) com.android.dialer expire 9 lines
03-03 21:45:52.399  8895  8957 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_EXTERNAL_STORAGE in package: com.ibingo.launcher3 at: Binary XML file line #46
03-03 21:45:52.401  8895  8957 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_BOOT_COMPLETED in package: com.ibingo.launcher3 at: Binary XML file line #51
03-03 21:45:52.402  8895  8957 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.VIBRATE in package: com.ibingo.launcher3 at: Binary XML file line #59
03-03 21:45:52.403  8895  8957 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: com.android.launcher.permission.READ_SETTINGS in package: com.ibingo.launcher3 at: Binary XML file line #67
03-03 21:45:54.223  3611  3671 I chatty  : uid=1000(system) ActivityManager expire 9 lines
03-03 21:45:59.509  3611  3669 I chatty  : uid=1000(system) Binder_2 expire 10 lines
03-03 21:45:59.547  3611  5657 I chatty  : uid=1000(system) Binder_B expire 6 lines
03-03 21:45:59.575  3611  5628 I chatty  : uid=1000(system) Binder_7 expire 3 lines
03-03 21:45:59.649  3611  5698 I chatty  : uid=1000(system) Binder_D expire 4 lines
03-03 21:46:02.947  3611  5714 I chatty  : uid=1000(system) Binder_E expire 7 lines
03-03 21:46:03.240  5699  5699 D MccTable: updateMccMncConfiguration mccmnc='null' fromServiceState=true
03-03 21:46:03.241  5699  5699 D MccTable: WIFI_COUNTRY_CODE set to 
03-03 21:46:03.302  3611  4881 I chatty  : uid=1000(system) ConnectivitySer expire 41 lines
03-03 21:46:03.339  3611  3611 I chatty  : uid=1000 system_server expire 16 lines
03-03 21:46:03.648  3611  5723 I chatty  : uid=1000(system) Binder_F expire 10 lines
03-03 21:46:04.101  3611  5724 I chatty  : uid=1000(system) Binder_10 expire 5 lines
03-03 21:46:04.471  3611  4798 I chatty  : uid=1000(system) Binder_3 expire 3 lines
03-03 21:46:04.585  3611  3668 I chatty  : uid=1000(system) Binder_1 expire 5 lines
03-03 21:46:05.453  5699  5699 D MccTable: updateMccMncConfiguration mccmnc='46000' fromServiceState=true
03-03 21:46:05.457  5699  5699 D MccTable: updateMccMncConfiguration defaultMccMnc=46002
03-03 21:46:05.457  5699  5699 D MccTable: updateMccMncConfiguration: mcc=460, mnc=0
03-03 21:46:05.457  5699  5699 D MccTable: WIFI_COUNTRY_CODE set to cn
03-03 21:46:05.951  3611  5654 I chatty  : uid=1000(system) Binder_A expire 2 lines
03-03 21:46:06.495  3611  5266 I chatty  : uid=1000(system) Binder_5 expire 3 lines
03-03 21:46:06.625  3611  5644 I chatty  : uid=1000(system) Binder_9 expire 1 line
03-03 21:46:08.123  3611  5267 I chatty  : uid=1000(system) Binder_6 expire 2 lines
03-03 21:46:08.329  3611  5697 I chatty  : uid=1000(system) Binder_C expire 4 lines
03-03 21:46:12.176  3611  5187 I chatty  : uid=1000(system) Binder_4 expire 31 lines
03-03 21:46:12.343  3611  5631 I chatty  : uid=1000(system) Binder_8 expire 1 line
03-03 21:46:13.463  8919  8919 I chatty  : uid=1000(system) com.android.dialer expire 9 lines
03-03 21:46:26.603  5699  5699 E ActivityThread: Failed to find provider info for com.android.firewall
03-03 21:46:26.603  3611  3611 I chatty  : uid=1000 system_server expire 33 lines
03-03 21:46:27.133  3611  5267 I chatty  : uid=1000(system) Binder_6 expire 5 lines
03-03 21:46:27.174  3611  5644 I chatty  : uid=1000(system) Binder_9 expire 6 lines
03-03 21:46:27.756  3611  3671 I chatty  : uid=1000(system) ActivityManager expire 4 lines
03-03 21:46:27.775  3611  5654 I chatty  : uid=1000(system) Binder_A expire 4 lines
03-03 21:46:27.800  8919  8919 I chatty  : uid=1000(system) com.android.dialer expire 22 lines
03-03 21:46:27.822  3611  9979 I chatty  : uid=1000 system_server expire 3 lines
03-03 21:46:27.962  3611  5698 I chatty  : uid=1000(system) Binder_D expire 1 line
03-03 21:46:32.612  3611  4790 I chatty  : uid=1000(system) InputReader expire 7 lines
03-03 21:46:33.024   414   418 D VoldCryptCmdListener: cryptfs getpw
03-03 21:46:33.025   414   418 I Ext4Crypt: ext4 crypto complete called on /data
03-03 21:46:33.025   414   418 I Ext4Crypt: No master key, so not ext4enc
03-03 21:46:33.025   414   418 I Ext4Crypt: ext4 crypto complete called on /data
03-03 21:46:33.025   414   418 I Ext4Crypt: No master key, so not ext4enc
03-03 21:46:33.026  3611  4796 I chatty  : uid=1000(system) CryptdConnector expire 2 lines
